codigo,id_categoria,id_subcategoria,Nome,Quantidade,Descricao,Codigo Amarração,image_url,Vlr Bruto,Vlr Unitario
9089,2,1,"PANELA DE PRESSAO FECH EXTERNO POLIDA 3,00 L ",1,"- 3,00 L",,"[https://drive.google.com/file/d/1M0NCNu6kfR89V3oyw3bB4sUI7yKuSulr/view, https://drive.google.com/file/d/14RSu7dd0m9KsGuKS7KJK93ZCQyGLIDaE/view]","134,00","134,00"
4805,2,1,"PANELA DE PRESSAO FECH EXTERNO POLIDA 3,00 L ",6,6 peças,9089,"[https://drive.google.com/file/d/1M0NCNu6kfR89V3oyw3bB4sUI7yKuSulr/view, https://drive.google.com/file/d/14RSu7dd0m9KsGuKS7KJK93ZCQyGLIDaE/view]","706,70","117,78"
4806,2,1,"PANELA DE PRESSAO FECH EXTERNO POLIDA 3,00 L ",12,12 peças,9089,"[https://drive.google.com/file/d/1M0NCNu6kfR89V3oyw3bB4sUI7yKuSulr/view, https://drive.google.com/file/d/14RSu7dd0m9KsGuKS7KJK93ZCQyGLIDaE/view]","1398,83","116,57"
9090,2,1,"PANELA DE PRESSAO FECH EXTERNO POLIDA 4,50 L ",1,"- 4,50 L",,"[https://drive.google.com/file/d/1gArL8aA_-qxVktTz2VE3zFXtFKxSflho/view, https://drive.google.com/file/d/1woozu1D6w5ligS0bujmoksIbszZKfZqQ/view]","149,00","129,98"
4807,2,1,"PANELA DE PRESSAO FECH EXTERNO POLIDA 4,50 L ",6,6 peças,9090,"[https://drive.google.com/file/d/1gArL8aA_-qxVktTz2VE3zFXtFKxSflho/view, https://drive.google.com/file/d/1woozu1D6w5ligS0bujmoksIbszZKfZqQ/view]","783,51","130,58"
4808,2,1,"PANELA DE PRESSAO FECH EXTERNO POLIDA 4,50 L ",12,12 peças,9090,"[https://drive.google.com/file/d/1gArL8aA_-qxVktTz2VE3zFXtFKxSflho/view, https://drive.google.com/file/d/1woozu1D6w5ligS0bujmoksIbszZKfZqQ/view]","1550,86","129,24"
9091,2,1,"PANELA DE PRESSAO FECH EXTERNO ANTIADERENTE FORT FLON 3,00 L ",1,"- 3,00 L",,[https://drive.google.com/file/d/1NakHkLGc4SIg_ZJpMSEXSNf4a8vuXaT0/view],"152,00","133,09"
4809,2,1,"PANELA DE PRESSAO FECH EXTERNO ANTIADERENTE FORT FLON 3,00 L ",6,6 peças,9091,[https://drive.google.com/file/d/1NakHkLGc4SIg_ZJpMSEXSNf4a8vuXaT0/view],"802,23","133,70"
4810,2,1,"PANELA DE PRESSAO FECH EXTERNO ANTIADERENTE FORT FLON 3,00 L ",12,12 peças,9091,[https://drive.google.com/file/d/1NakHkLGc4SIg_ZJpMSEXSNf4a8vuXaT0/view],"1587,92","132,33"
9092,2,1,"PANELA DE PRESSAO FECH EXTERNO ANTIADERENTE FORT FLON 4,50 L ",1,"- 4,50 L",,"[https://drive.google.com/file/d/1NakHkLGc4SIg_ZJpMSEXSNf4a8vuXaT0/view, https://drive.google.com/file/d/1Dvrvx0X1XgvpOT5OdBn8dNDG6G3ZL5ak/view, https://drive.google.com/file/d/1LEXPlq1TmoPZGJ8XTYJazws4Efnn6ahV/view, https://drive.google.com/file/d/1NakHkLGc4SIg_ZJpMSEXSNf4a8vuXaT0/view, https://drive.google.com/file/d/1ABMisMQvb9FE0ob2h7uH_AK3mEnZxmMX/view, https://drive.google.com/file/d/1zcRxW-31YOGmPPFVznRVrBL_mloAwfe4/view, https://drive.google.com/file/d/1AY3Y7PsUbsYukMPMG4w9r1QhqEcIEgO4/view]","172,00","150,95"
4811,2,1,"PANELA DE PRESSAO FECH EXTERNO ANTIADERENTE FORT FLON 4,50 L ",6,6 peças,9092,,"909,93","151,65"
4812,2,1,"PANELA DE PRESSAO FECH EXTERNO ANTIADERENTE FORT FLON 4,50 L ",12,12 peças,9092,,"1801,09","150,09"
9079,2,2,"PANELA DE PRESSAO POLIDA 2,50 L ",1,"- 2,50 L",,,"52,16","52,16"
4601,2,2,"PANELA DE PRESSAO POLIDA 2,50 L ",6,6 peças,9079,,"274,72","45,79"
4602,2,2,"PANELA DE PRESSAO POLIDA 2,50 L ",12,12 peças,9079,,"543,62","45,30"
4633,2,2,"PANELA DE PRESSAO POLIDA 2,50 L ",24,24 peças,9079,,"1081,91","45,08"
9080,2,2,"PANELA DE PRESSAO COLOR 2,50 L - VERMELHA",1,"- 2,50 L",,,"58,40","58,40"
4607,2,2,"PANELA DE PRESSAO COLOR 2,50 L - VERMELHA",6,6 peças,9080,,"306,97","51,16"
4608,2,2,"PANELA DE PRESSAO COLOR 2,50 L - VERMELHA",12,12 peças,9080,,"607,34","50,61"
4645,2,2,"PANELA DE PRESSAO COLOR 2,50 L - VERMELHA",24,24 peças,9080,,"1209,47","50,39"
9081,2,2,"PANELA DE PRESSAO COLOR 2,50 L - PRETA",1,"- 2,50 L",,,"58,40","58,40"
4605,2,2,"PANELA DE PRESSAO COLOR 2,50 L - PRETA",6,6 peças,9081,,"306,97","51,16"
4606,2,2,"PANELA DE PRESSAO COLOR 2,50 L - PRETA",12,12 peças,9081,,"607,34","50,61"
4641,2,2,"PANELA DE PRESSAO COLOR 2,50 L - PRETA",24,24 peças,9081,,"1209,47","50,39"
9082,2,2,"PANELA DE PRESSAO COLOR 2,50 L - CRAQUEADA",1,"- 2,50 L",,,"58,40","58,40"
4603,2,2,"PANELA DE PRESSAO COLOR 2,50 L - CRAQUEADA",6,6 peças,9082,,"306,97","51,16"
4604,2,2,"PANELA DE PRESSAO COLOR 2,50 L - CRAQUEADA",12,12 peças,9082,,"607,34","50,61"
4637,2,2,"PANELA DE PRESSAO COLOR 2,50 L - CRAQUEADA",24,24 peças,9082,,"1209,47","50,39"
9036,2,3,"PANELA DE PRESSAO POLIDA 3,00 L ",1,"- 3,00 L",,,"61,90","61,90"
4557,2,3,"PANELA DE PRESSAO POLIDA 3,00 L ",6,6 peças,9036,,"318,82","53,14"
4558,2,3,"PANELA DE PRESSAO POLIDA 3,00 L ",12,12 peças,9036,,"631,59","52,63"
4559,2,3,"PANELA DE PRESSAO POLIDA 3,00 L ",24,24 peças,9036,,"1247,77","51,99"
9037,2,3,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 3,00 L ",1,"- 3,00 L",,,"98,56","98,56"
4567,2,3,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 3,00 L ",6,6 peças,9037,,"507,34","84,56"
4568,2,3,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 3,00 L ",12,12 peças,9037,,"1010,53","84,21"
9039,2,3,"PANELA DE PRESSAO COLOR 3,00 L - CRAQUEADA ",1,"- 3,00 L",,,"71,16","71,16"
4609,2,3,"PANELA DE PRESSAO COLOR 3,00 L - CRAQUEADA ",6,6 peças,9039,,"354,26","59,04"
4610,2,3,"PANELA DE PRESSAO COLOR 3,00 L - CRAQUEADA ",12,12 peças,9039,,"702,02","58,50"
4649,2,3,"PANELA DE PRESSAO COLOR 3,00 L - CRAQUEADA ",24,24 peças,9039,,"1392,45","58,02"
9070,2,3,"PANELA DE PRESSAO COLOR 3,00 L - PRETA",1,"- 3,00 L",,,"71,16","71,16"
4611,2,3,"PANELA DE PRESSAO COLOR 3,00 L - PRETA",6,6 peças,9070,,"354,26","59,04"
4612,2,3,"PANELA DE PRESSAO COLOR 3,00 L - PRETA",12,12 peças,9070,,"702,02","58,50"
4652,2,3,"PANELA DE PRESSAO COLOR 3,00 L - PRETA",24,24 peças,9070,,"1392,45","58,02"
9045,2,3,"PANELA DE PRESSAO COLOR 3,00 L - VERMELHA",1,"- 3,00 L",,,"71,16","71,16"
4613,2,3,"PANELA DE PRESSAO COLOR 3,00 L - VERMELHA",6,6 peças,9045,,"354,26","59,04"
4614,2,3,"PANELA DE PRESSAO COLOR 3,00 L - VERMELHA",12,12 peças,9045,,"702,02","58,50"
4655,2,3,"PANELA DE PRESSAO COLOR 3,00 L - VERMELHA",24,24 peças,9045,,"1392,45","58,02"
9021,2,4,"PANELA DE PRESSAO POLIDA 4,50 L ",1,"- 4,50 L",,,"69,79","69,79"
4514,2,4,"PANELA DE PRESSAO POLIDA 4,50 L ",6,6 peças,9021,,"345,64","57,61"
4507,2,4,"PANELA DE PRESSAO POLIDA 4,50 L ",12,12 peças,9021,,"688,19","57,35"
4509,2,4,"PANELA DE PRESSAO POLIDA 4,50 L ",24,24 peças,9021,,"1354,15","56,42"
9033,2,4,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 4,50 L ",1,"- 4,50 L",,,"111,84","111,84"
4572,2,4,"KIT PAN PRESSAO 9033 - 4,50 L - FORTFLON - 6 PECAS",6,6 peças,9033,,"573,30","95,55"
4573,2,4,"KIT PAN PRESSAO 9033 - 4,50 L - FORTFLON - 12 PECAS",12,12 peças,9033,,"1132,87","94,41"
9034,2,4,"PANELA DE PRESSAO COLOR 4,50 L - CRAQUEADA",1,"- 4,50 L",,,"73,71","73,71"
4615,2,4,"PANELA DE PRESSAO COLOR 4,50 L - CRAQUEADA",6,6 peças,9034,,"373,50","62,25"
4616,2,4,"PANELA DE PRESSAO COLOR 4,50 L - CRAQUEADA",12,12 peças,9034,,"739,26","61,60"
4658,2,4,"PANELA DE PRESSAO COLOR 4,50 L - CRAQUEADA",24,24 peças,9034,,"1467,98","61,17"
9071,2,4,"PANELA DE PRESSAO COLOR 4,50 L - PRETA",1,"- 4,50 L",,,"73,71","73,71"
4617,2,4,"PANELA DE PRESSAO COLOR 4,50 L - PRETA",6,6 peças,9071,,"373,50","62,25"
4618,2,4,"PANELA DE PRESSAO COLOR 4,50 L - PRETA",12,12 peças,9071,,"739,26","61,60"
4661,2,4,"PANELA DE PRESSAO COLOR 4,50 L - PRETA",24,24 peças,9071,,"1467,98","61,17"
9042,2,4,"PANELA DE PRESSAO COLOR 4,50 L - VERMELHA",1,"- 4,50 L",,,"73,71","73,71"
4619,2,4,"PANELA DE PRESSAO COLOR 4,50 L - VERMELHA",6,6 peças,9042,,"373,50","62,25"
4620,2,4,"PANELA DE PRESSAO COLOR 4,50 L - VERMELHA",12,12 peças,9042,,"739,26","61,60"
4664,2,4,"PANELA DE PRESSAO COLOR 4,50 L - VERMELHA",24,24 peças,9042,,"1467,98","61,17"
9022,2,5,"PANELA DE PRESSAO POLIDA 7,00 L ",1,"- 7,00 L",,,"101,61","101,61"
4562,2,5,"PANELA DE PRESSAO POLIDA 7,00 L ",4,4 peças,9022,,"340,32","85,08"
4563,2,5,"PANELA DE PRESSAO POLIDA 7,00 L ",8,8 peças,9022,,"676,49","84,56"
4564,2,5,"PANELA DE PRESSAO POLIDA 7,00 L ",12,12 peças,9022,,"1003,09","83,59"
9041,2,5,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 7,00 L ",1,"- 7,00 L",,,"174,54","174,54"
4627,2,5,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 7,00 L ",4,4 peças,9041,,"582,87","145,72"
4628,2,5,"PANELA DE PRESSAO ANTIADERENTE FORT FLON 7,00 L ",8,8 peças,9041,,"1152,02","144,00"
9038,2,5,"PANELA DE PRESSAO COLOR 7,00 L - CRAQUEADA",1,"- 7,00 L",,,"106,07","106,07"
4621,2,5,"PANELA DE PRESSAO COLOR 7,00 L - CRAQUEADA",4,4 peças,9038,,"372,31","93,08"
4622,2,5,"PANELA DE PRESSAO COLOR 7,00 L - CRAQUEADA",8,8 peças,9038,,"741,21","92,65"
9072,2,5,"PANELA DE PRESSAO COLOR 7,00 L - PRETA",1,"- 7,00 L",,,"106,07","106,07"
4623,2,5,"PANELA DE PRESSAO COLOR 7,00 L - PRETA",4,4 peças,9072,,"372,31","93,08"
4624,2,5,"PANELA DE PRESSAO COLOR 7,00 L - PRETA",8,8 peças,9072,,"741,21","92,65"
9048,2,5,"PANELA DE PRESSAO COLOR 7,00 L - VERMELHA",1,"- 7,00 L",,,"106,07","106,07"
4625,2,5,"PANELA DE PRESSAO COLOR 7,00 L - VERMELHA",4,4 peças,9048,,"372,31","93,08"
4626,2,5,"PANELA DE PRESSAO COLOR 7,00 L - VERMELHA",8,8 peças,9048,,"741,21","92,65"
9023,2,6,"PANELA DE PRESSAO POLIDA 10,00 L ",1,"- 10,00 L",,,"188,51","188,51"
4629,2,6,"PANELA DE PRESSAO POLIDA 10,00 L ",4,4 peças,9023,,"635,00","158,75"
4630,2,6,"PANELA DE PRESSAO POLIDA 10,00 L ",8,8 peças,9023,,"1233,94","154,24"
9054,2,6,"PANELA DE PRESSAO COLOR 10,00 L - CRAQUEADA",1,"- 10,00 L",,,"221,27","221,27"
4631,2,6,"PANELA DE PRESSAO COLOR 10,00 L - CRAQUEADA",4,4 peças,9054,,"730,74","182,69"
4632,2,6,"PANELA DE PRESSAO COLOR 10,00 L - CRAQUEADA",8,8 peças,9054,,"1436,06","179,51"
9014,2,7,ASA DE BAQUELITE PP,1,"- 7,00 L",,,"3,20","3,20"
9085,2,7,ASA DE BAQUELITE PP,1,"- 2,50 - 3,00 - 4,50 L",,,"2,98","2,98"
9030,2,7,ASA DE BAQUELITE PP ,1,"- 10,00 L",,,"3,20","3,20"
9095,2,7,ASA DE BAQUELITE PP FECH EXTERNO,1,"- 3,00 - 4,50 L",,,"3,88","3,88"
9097,2,7,CABO DE BAQUELITE CORPO FECH EXTERNO,1,"- 3,00 - 4,50 L",,,"6,73","6,73"
9015,2,7,CABO DE BAQUELITE PP,1,"- 4,50 - 7,00 L",,,"4,67","4,67"
9084,2,7,CABO DE BAQUELITE PP,1,"- 2,50 - 3,00 L",,,"3,60","3,60"
9029,2,7,CABO DE BAQUELITE PP ,1,"- 10,00 L",,,"5,16","5,16"
9096,2,7,CABO DE BAQUELITE TAMPA FECH EXTERNO,1,"- 3,00 - 4,50 L",,,"10,79","10,79"
9020,2,7,CONJ DE PESO E PINO PP ,1,- TODAS PP,,,"5,63","5,63"
9094,2,7,CONJ DE PESO E PINO PP FECH EXTERNO,1,"- 3,00 - 4,50 L",,,"9,23","9,23"
9010,2,7,GUARNICAO DE SILICONE PP ,1,"- 3,00 - 4,50 L",,,"3,51","3,51"
9027,2,7,GUARNICAO DE SILICONE PP ,1,"- 10,00 L",,,"4,37","4,37"
9032,2,7,GUARNICAO DE SILICONE PP ,1,"- 7,00 L",,,"4,04","4,04"
9083,2,7,GUARNICAO DE SILICONE PP ,1,"- 2,50 L",,,"3,20","3,20"
9093,2,7,GUARNICAO DE SILICONE PP FECH EXTERNO,1,"- 3,00 - 4,50 L",,,"13,29","13,29"
9031,2,7,"HASTE DE METAL CABO TPA PP 10,0 L",1,"- 10,00 L",,,"8,05","8,05"
9086,2,7,"HASTE DE METAL CABO TPA PP 2,5 L",1,"- 2,50 L",,,"5,80","5,80"
9087,2,7,"HASTE DE METAL CABO TPA PP 3,0  L",1,"- 3,00  L",,,"5,80","5,80"
9017,2,7,"HASTE DE METAL CABO TPA PP 4,5 L",1,"- 4,50 L",,,"6,41","6,41"
9018,2,7,"HASTE DE METAL CABO TPA PP 7,0 L",1,"- 7,00 L",,,"6,56","6,56"
9019,2,7,LIMPADOR PINO CENTRAL PP,1,- TODAS PP,,,"1,30","1,30"
9012,2,7,VALVULA DE SEGURANCA SILICONE PP,1,- TODAS PP,,,"1,55","1,55"
5205,3,8,PANELA NEW FORT FLON 16 - TPA VIDRO,1,"- 1,10 L",,,"43,52","43,52"
4774,3,8,PANELA NEW FORT FLON 16 - TPA VIDRO,6,6 peças,5205,,"245,46","40,91"
5206,3,8,PANELA NEW FORT FLON 18 - TPA VIDRO,1,"- 1,60 L",,,"53,00","53,00"
4775,3,8,PANELA NEW FORT FLON 18 - TPA VIDRO,6,6 peças,5206,,"298,92","49,82"
5207,3,8,PANELA NEW FORT FLON 20 - TPA VIDRO,1,"- 2,30 L",,,"61,30","61,30"
4776,3,8,PANELA NEW FORT FLON 20 - TPA VIDRO,6,6 peças,5207,,"345,72","57,62"
5208,3,8,PANELA NEW FORT FLON 22 - TPA VIDRO,1,"- 3,00 L",,,"69,80","69,80"
4777,3,8,PANELA NEW FORT FLON 22 - TPA VIDRO,6,6 peças,5208,,"393,66","65,61"
5200,3,8,CACAROLA NEW FORT FLON 16 - TPA VIDRO,1,"- 1,10 L",,,"48,00","48,00"
4769,3,8,CACAROLA NEW FORT FLON 16 - TPA VIDRO,6,6 peças,5200,,"270,72","45,12"
5201,3,8,CACAROLA NEW FORT FLON 18 - TPA VIDRO,1,"- 1,60 L",,,"57,22","57,22"
4770,3,8,CACAROLA NEW FORT FLON 18 - TPA VIDRO,6,6 peças,5201,,"322,69","53,78"
5202,3,8,CACAROLA NEW FORT FLON 20 - TPA VIDRO,1,"- 2,30 L",,,"67,45","67,45"
4771,3,8,CACAROLA NEW FORT FLON 20 - TPA VIDRO,6,6 peças,5202,,"380,39","63,40"
5203,3,8,CACAROLA NEW FORT FLON 22 - TPA VIDRO,1,"- 3,00 L",,,"76,13","76,13"
4772,3,8,CACAROLA NEW FORT FLON 22 - TPA VIDRO,6,6 peças,5203,,"429,38","71,56"
5204,3,8,CACAROLA NEW FORT FLON 24 - TPA VIDRO,1,"- 4,10 L",,,"86,37","86,37"
4773,3,8,CACAROLA NEW FORT FLON 24 - TPA VIDRO,6,6 peças,5204,,"487,12","81,19"
5029,3,9,PANELA SUPER FORT FLON GRAFITE 16 - TPA VIDRO,1,"- 1,50 L",,,"70,55","70,55"
5030,3,9,PANELA SUPER FORT FLON GRAFITE 18 - TPA VIDRO,1,"- 2,00 L",,,"85,09","85,09"
5031,3,9,PANELA SUPER FORT FLON GRAFITE 20 - TPA VIDRO,1,"- 2,70 L",,,"102,54","102,54"
5032,3,9,PANELA SUPER FORT FLON GRAFITE 22 - TPA VIDRO,1,"- 3,50 L",,,"122,26","122,26"
5033,3,9,CACAROLA SUPER FORT FLON GRAFITE 16 - TPA VIDRO,1,"- 1,50 L",,,"73,05","73,05"
5034,3,9,CACAROLA SUPER FORT FLON GRAFITE 18 - TPA VIDRO,1,"- 2,00 L",,,"87,71","87,71"
5035,3,9,CACAROLA SUPER FORT FLON GRAFITE 20 - TPA VIDRO,1,"- 2,70 L",,,"104,23","104,23"
5036,3,9,CACAROLA SUPER FORT FLON GRAFITE 22 - TPA VIDRO,1,"- 3,50 L",,,"123,85","123,85"
5037,3,9,CACAROLA SUPER FORT FLON GRAFITE 24 - TPA VIDRO,1,"- 4,20 L",,,"147,22","147,22"
1001,3,10,PANELA SUPER FORTE POLIDA 16,1,"- 1,70 L",,,"54,08","54,08"
1002,3,10,PANELA SUPER FORTE POLIDA 18,1,"- 2,30 L",,,"66,02","66,02"
1003,3,10,PANELA SUPER FORTE POLIDA 20,1,"- 3,30 L",,,"80,88","80,88"
1004,3,10,PANELA SUPER FORTE POLIDA 22,1,"- 4,15 L",,,"93,24","93,24"
1005,3,10,CACAROLA SUPER FORTE POLIDA 24,1,"- 5,25 L",,,"117,80","117,80"
1006,3,10,CACAROLA SUPER FORTE POLIDA 16,1,"- 1,70 L",,,"57,88","57,88"
1007,3,10,CACAROLA SUPER FORTE POLIDA 18,1,"- 2,30 L",,,"69,83","69,83"
1008,3,10,CACAROLA SUPER FORTE POLIDA 20,1,"- 3,30 L",,,"86,24","86,24"
1009,3,10,CACAROLA SUPER FORTE POLIDA 22,1,"- 4,15 L",,,"98,66","98,66"
2001,3,11,PANELA EXTRA FORTE POLIDA 16,1,"- 1,55 L",,,"40,93","40,93"
2002,3,11,PANELA EXTRA FORTE POLIDA 18,1,"- 2,10 L",,,"49,62","49,62"
2003,3,11,PANELA EXTRA FORTE POLIDA 20,1,"- 2,80 L",,,"58,53","58,53"
